hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes,hospital_encoded,department_encoded,day_encoded
General Hospital Kollam,Gynaecology,Friday,10,3,0,0,29.7,0,98,35,1,2,0
Taluk Hospital Thrissur,Paediatrics,Wednesday,9,8,0,0,24.9,0,95,30,2,4,5
General Hospital Kollam,Cardiology,Tuesday,14,5,0,0,25.6,0,60,27,1,0,4
General Hospital Kollam,Paediatrics,Friday,11,6,0,0,32.5,1,114,41,1,4,0
District Hospital Ernakulam,General OPD,Tuesday,10,4,0,0,32.1,0,54,19,0,1,4
Taluk Hospital Thrissur,Cardiology,Saturday,10,6,1,0,35.0,1,131,70,2,0,2
District Hospital Ernakulam,Paediatrics,Monday,10,7,0,0,27.4,1,98,40,0,4,1
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,6,0,0,36.7,1,76,27,2,3,4
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,12,0,0,30.0,0,95,44,2,2,5
District Hospital Ernakulam,Gynaecology,Monday,9,2,0,0,35.0,0,64,24,0,2,1
District Hospital Ernakulam,Orthopaedics,Monday,17,12,0,0,24.3,0,55,21,0,3,1
General Hospital Kollam,Orthopaedics,Wednesday,13,10,0,0,33.2,0,64,21,1,3,5
Taluk Hospital Thrissur,Paediatrics,Saturday,10,8,1,0,30.7,0,75,32,2,4,2
Taluk Hospital Thrissur,General OPD,Saturday,10,1,1,0,34.2,0,89,35,2,1,2
District Hospital Ernakulam,Cardiology,Monday,14,3,0,0,37.5,0,45,22,0,0,1
General Hospital Kollam,Cardiology,Tuesday,13,9,0,0,25.0,0,31,15,1,0,4
District Hospital Ernakulam,Gynaecology,Friday,17,8,0,1,34.8,0,98,47,0,2,0
General Hospital Kollam,Gynaecology,Wednesday,15,10,0,0,34.7,0,24,10,1,2,5
Taluk Hospital Thrissur,Cardiology,Wednesday,15,5,0,0,25.2,0,24,11,2,0,5
General Hospital Kollam,Paediatrics,Thursday,8,4,0,0,31.4,0,29,12,1,4,3
District Hospital Ernakulam,Paediatrics,Thursday,9,2,0,0,29.1,0,85,28,0,4,3
General Hospital Kollam,Cardiology,Tuesday,8,1,0,0,24.6,0,45,24,1,0,4
General Hospital Kollam,Gynaecology,Saturday,10,10,1,0,32.8,0,105,46,1,2,2
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,2,0,0,36.4,0,93,37,2,4,4
Taluk Hospital Thrissur,Cardiology,Monday,10,11,0,1,27.2,0,97,53,2,0,1
District Hospital Ernakulam,Gynaecology,Wednesday,10,3,0,0,30.6,0,50,17,0,2,5
District Hospital Ernakulam,General OPD,Friday,12,3,0,0,30.6,0,73,26,0,1,0
District Hospital Ernakulam,Cardiology,Thursday,17,12,0,0,34.7,0,33,16,0,0,3
District Hospital Ernakulam,General OPD,Tuesday,17,12,0,0,28.6,0,41,11,0,1,4
Taluk Hospital Thrissur,General OPD,Monday,13,2,0,0,31.2,0,59,18,2,1,1
Taluk Hospital Thrissur,Orthopaedics,Saturday,10,3,1,0,36.3,0,78,33,2,3,2
General Hospital Kollam,Cardiology,Thursday,8,8,0,0,25.8,1,39,19,1,0,3
Taluk Hospital Thrissur,Cardiology,Monday,11,11,0,0,33.6,0,106,55,2,0,1
District Hospital Ernakulam,Cardiology,Thursday,13,4,0,0,25.6,0,47,24,0,0,3
General Hospital Kollam,Gynaecology,Monday,17,2,0,0,29.8,0,45,17,1,2,1
District Hospital Ernakulam,Paediatrics,Friday,14,9,0,0,34.2,1,45,14,0,4,0
General Hospital Kollam,Orthopaedics,Wednesday,12,5,0,0,37.2,0,44,14,1,3,5
District Hospital Ernakulam,Orthopaedics,Friday,15,1,0,0,33.6,0,38,13,0,3,0
Taluk Hospital Thrissur,Orthopaedics,Friday,8,2,0,0,34.2,0,26,10,2,3,0
District Hospital Ernakulam,Cardiology,Friday,14,12,0,0,31.2,0,57,22,0,0,0
General Hospital Kollam,General OPD,Wednesday,8,6,0,0,24.3,0,71,22,1,1,5
Taluk Hospital Thrissur,Paediatrics,Monday,11,2,0,0,35.7,0,95,32,2,4,1
General Hospital Kollam,Cardiology,Saturday,10,3,1,0,35.1,0,100,54,1,0,2
District Hospital Ernakulam,Gynaecology,Friday,11,8,0,0,30.2,1,82,41,0,2,0
Taluk Hospital Thrissur,General OPD,Saturday,12,8,1,0,26.4,1,100,35,2,1,2
Taluk Hospital Thrissur,Orthopaedics,Monday,9,2,0,0,36.8,0,99,34,2,3,1
District Hospital Ernakulam,Orthopaedics,Friday,14,3,0,0,30.2,0,54,22,0,3,0
General Hospital Kollam,Paediatrics,Monday,11,2,0,0,27.9,0,87,25,1,4,1
General Hospital Kollam,General OPD,Wednesday,13,9,0,0,31.1,0,57,18,1,1,5
Taluk Hospital Thrissur,Paediatrics,Monday,12,3,0,0,32.5,0,77,25,2,4,1
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,11,1,0,29.1,0,91,31,2,3,2
District Hospital Ernakulam,Orthopaedics,Friday,14,8,0,0,30.2,1,84,28,0,3,0
Taluk Hospital Thrissur,Cardiology,Thursday,17,9,0,0,24.3,1,51,23,2,0,3
General Hospital Kollam,Paediatrics,Wednesday,13,11,0,0,25.2,0,44,12,1,4,5
Taluk Hospital Thrissur,Orthopaedics,Friday,17,8,0,0,35.2,1,52,22,2,3,0
General Hospital Kollam,Cardiology,Monday,11,4,0,0,33.9,0,88,45,1,0,1
General Hospital Kollam,General OPD,Friday,11,5,0,0,30.1,0,97,26,1,1,0
Taluk Hospital Thrissur,Gynaecology,Saturday,17,9,1,0,32.6,1,88,45,2,2,2
District Hospital Ernakulam,Orthopaedics,Thursday,9,12,0,0,34.5,0,96,43,0,3,3
Taluk Hospital Thrissur,Paediatrics,Friday,17,3,0,0,25.5,0,78,33,2,4,0
Taluk Hospital Thrissur,Paediatrics,Monday,11,4,0,0,33.5,0,97,36,2,4,1
Taluk Hospital Thrissur,Orthopaedics,Tuesday,16,6,0,0,33.0,0,75,31,2,3,4
District Hospital Ernakulam,Gynaecology,Saturday,9,9,1,0,34.7,0,101,43,0,2,2
Taluk Hospital Thrissur,Cardiology,Monday,17,1,0,0,24.1,0,35,16,2,0,1
District Hospital Ernakulam,Gynaecology,Friday,17,12,0,0,35.5,0,70,27,0,2,0
District Hospital Ernakulam,Orthopaedics,Wednesday,12,2,0,0,37.5,0,48,18,0,3,5
General Hospital Kollam,Paediatrics,Tuesday,14,11,0,0,37.0,0,38,14,1,4,4
District Hospital Ernakulam,Paediatrics,Wednesday,17,2,0,0,29.5,0,79,32,0,4,5
District Hospital Ernakulam,Cardiology,Wednesday,17,11,0,0,26.9,0,59,27,0,0,5
Taluk Hospital Thrissur,Gynaecology,Saturday,8,8,1,0,32.5,0,62,25,2,2,2
District Hospital Ernakulam,Paediatrics,Friday,11,11,0,0,28.6,0,92,40,0,4,0
Taluk Hospital Thrissur,General OPD,Thursday,15,9,0,0,37.9,1,49,17,2,1,3
District Hospital Ernakulam,Cardiology,Monday,15,11,0,0,25.4,0,63,33,0,0,1
District Hospital Ernakulam,Paediatrics,Monday,11,6,0,0,24.4,0,81,29,0,4,1
General Hospital Kollam,Paediatrics,Friday,10,3,0,0,26.8,0,95,34,1,4,0
District Hospital Ernakulam,General OPD,Tuesday,11,7,0,0,32.2,1,95,29,0,1,4
General Hospital Kollam,Cardiology,Tuesday,9,3,0,0,33.6,0,75,32,1,0,4
General Hospital Kollam,Paediatrics,Tuesday,13,12,0,0,34.0,0,71,22,1,4,4
Taluk Hospital Thrissur,Paediatrics,Tuesday,12,10,0,0,24.8,0,28,12,2,4,4
General Hospital Kollam,Orthopaedics,Thursday,15,2,0,0,29.9,0,59,21,1,3,3
General Hospital Kollam,Gynaecology,Tuesday,13,6,0,0,28.8,1,32,16,1,2,4
General Hospital Kollam,General OPD,Monday,14,2,0,0,27.5,0,32,10,1,1,1
District Hospital Ernakulam,Orthopaedics,Wednesday,17,5,0,0,30.6,0,45,15,0,3,5
General Hospital Kollam,General OPD,Friday,17,4,0,0,32.4,0,60,17,1,1,0
Taluk Hospital Thrissur,General OPD,Thursday,13,1,0,0,34.3,0,26,10,2,1,3
General Hospital Kollam,Cardiology,Friday,11,11,0,0,32.9,0,73,32,1,0,0
District Hospital Ernakulam,Paediatrics,Friday,13,4,0,0,24.1,0,36,12,0,4,0
District Hospital Ernakulam,Orthopaedics,Friday,13,1,0,0,37.6,0,33,14,0,3,0
District Hospital Ernakulam,General OPD,Thursday,15,8,0,0,31.5,0,39,15,0,1,3
General Hospital Kollam,Cardiology,Saturday,10,8,1,0,36.0,1,121,58,1,0,2
District Hospital Ernakulam,Paediatrics,Monday,8,9,0,0,33.7,0,45,16,0,4,1
Taluk Hospital Thrissur,Cardiology,Thursday,17,1,0,0,37.3,0,31,12,2,0,3
Taluk Hospital Thrissur,Paediatrics,Wednesday,13,11,0,1,29.6,0,69,28,2,4,5
General Hospital Kollam,Paediatrics,Saturday,15,1,1,0,24.9,0,56,21,1,4,2
General Hospital Kollam,General OPD,Monday,11,10,0,0,26.9,0,69,24,1,1,1
District Hospital Ernakulam,Paediatrics,Friday,15,3,0,0,29.4,0,66,20,0,4,0
Taluk Hospital Thrissur,Cardiology,Saturday,11,11,1,0,27.2,0,112,55,2,0,2
General Hospital Kollam,Gynaecology,Tuesday,17,7,0,0,33.1,1,30,14,1,2,4
General Hospital Kollam,General OPD,Thursday,9,3,0,0,36.9,0,52,19,1,1,3
Taluk Hospital Thrissur,Cardiology,Tuesday,16,4,0,0,30.5,0,67,28,2,0,4
District Hospital Ernakulam,General OPD,Wednesday,12,10,0,0,28.5,0,67,22,0,1,5
District Hospital Ernakulam,Cardiology,Friday,10,1,0,0,26.7,0,60,30,0,0,0
Taluk Hospital Thrissur,General OPD,Monday,10,7,0,0,31.7,0,66,21,2,1,1
District Hospital Ernakulam,Orthopaedics,Friday,17,6,0,0,34.4,1,56,18,0,3,0
Taluk Hospital Thrissur,Paediatrics,Saturday,8,11,1,0,36.4,0,95,31,2,4,2
General Hospital Kollam,Orthopaedics,Wednesday,10,6,0,0,27.0,1,104,37,1,3,5
District Hospital Ernakulam,Gynaecology,Friday,12,1,0,0,24.1,0,64,29,0,2,0
District Hospital Ernakulam,Paediatrics,Wednesday,15,8,0,1,34.9,1,77,23,0,4,5
Taluk Hospital Thrissur,Gynaecology,Friday,17,8,0,0,31.6,1,63,22,2,2,0
Taluk Hospital Thrissur,Cardiology,Friday,10,7,0,0,34.1,0,98,43,2,0,0
General Hospital Kollam,Paediatrics,Monday,8,6,0,0,36.1,1,63,27,1,4,1
General Hospital Kollam,Orthopaedics,Thursday,14,9,0,0,24.1,1,74,33,1,3,3
Taluk Hospital Thrissur,Paediatrics,Thursday,12,8,0,0,32.1,1,34,10,2,4,3
Taluk Hospital Thrissur,Gynaecology,Tuesday,9,3,0,1,34.7,0,86,31,2,2,4
Taluk Hospital Thrissur,Orthopaedics,Tuesday,13,11,0,0,27.8,0,73,28,2,3,4
General Hospital Kollam,General OPD,Friday,17,2,0,0,31.8,0,36,12,1,1,0
Taluk Hospital Thrissur,Paediatrics,Monday,9,8,0,0,33.7,0,93,32,2,4,1
General Hospital Kollam,Orthopaedics,Tuesday,8,8,0,1,33.1,0,43,17,1,3,4
District Hospital Ernakulam,General OPD,Wednesday,11,4,0,1,37.7,0,107,33,0,1,5
District Hospital Ernakulam,Gynaecology,Thursday,15,12,0,0,33.1,0,38,15,0,2,3
Taluk Hospital Thrissur,General OPD,Wednesday,9,2,0,0,37.0,0,86,33,2,1,5
General Hospital Kollam,Paediatrics,Monday,9,8,0,0,34.3,1,71,20,1,4,1
General Hospital Kollam,Cardiology,Wednesday,12,10,0,0,26.3,0,68,37,1,0,5
General Hospital Kollam,Gynaecology,Tuesday,8,2,0,0,37.9,0,31,14,1,2,4
District Hospital Ernakulam,Orthopaedics,Friday,17,8,0,0,33.1,0,61,25,0,3,0
District Hospital Ernakulam,Cardiology,Friday,14,6,0,0,36.1,0,67,28,0,0,0
General Hospital Kollam,Orthopaedics,Tuesday,14,11,0,0,33.5,0,68,29,1,3,4
Taluk Hospital Thrissur,Cardiology,Monday,12,2,0,0,28.0,0,42,21,2,0,1
General Hospital Kollam,Paediatrics,Wednesday,8,11,0,0,29.1,0,77,32,1,4,5
General Hospital Kollam,Cardiology,Thursday,17,4,0,0,30.2,0,47,24,1,0,3
District Hospital Ernakulam,Gynaecology,Saturday,17,8,1,0,31.5,0,92,37,0,2,2
General Hospital Kollam,Gynaecology,Wednesday,13,8,0,0,25.2,0,39,17,1,2,5
General Hospital Kollam,Orthopaedics,Friday,12,10,0,0,29.5,0,52,17,1,3,0
District Hospital Ernakulam,Gynaecology,Friday,8,9,0,0,27.0,0,41,17,0,2,0
General Hospital Kollam,Orthopaedics,Saturday,8,11,1,0,30.2,0,51,19,1,3,2
Taluk Hospital Thrissur,Gynaecology,Friday,16,7,0,0,26.6,1,45,18,2,2,0
District Hospital Ernakulam,Gynaecology,Monday,9,2,0,0,33.7,0,53,26,0,2,1
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,9,1,0,29.7,1,107,44,2,3,2
Taluk Hospital Thrissur,Orthopaedics,Friday,11,3,0,0,27.4,0,102,42,2,3,0
General Hospital Kollam,Gynaecology,Saturday,11,1,1,0,33.2,0,111,51,1,2,2
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,1,1,0,24.6,0,44,15,2,3,2
District Hospital Ernakulam,Orthopaedics,Tuesday,13,10,0,0,33.3,0,28,8,0,3,4
District Hospital Ernakulam,Orthopaedics,Friday,10,10,0,0,36.2,0,109,43,0,3,0
Taluk Hospital Thrissur,General OPD,Saturday,17,3,1,0,36.0,0,86,26,2,1,2
Taluk Hospital Thrissur,Orthopaedics,Friday,16,5,0,0,28.3,0,20,7,2,3,0
Taluk Hospital Thrissur,Cardiology,Thursday,9,8,0,0,31.7,1,90,50,2,0,3
General Hospital Kollam,General OPD,Wednesday,14,2,0,0,26.6,0,41,13,1,1,5
District Hospital Ernakulam,Orthopaedics,Tuesday,17,3,0,0,30.2,0,80,36,0,3,4
Taluk Hospital Thrissur,Gynaecology,Friday,17,8,0,0,37.9,1,90,38,2,2,0
District Hospital Ernakulam,Orthopaedics,Wednesday,16,5,0,0,34.6,0,24,8,0,3,5
General Hospital Kollam,General OPD,Friday,10,12,0,0,37.9,0,63,20,1,1,0
General Hospital Kollam,Orthopaedics,Friday,14,3,0,0,30.4,0,62,29,1,3,0
Taluk Hospital Thrissur,Gynaecology,Tuesday,12,7,0,0,31.2,1,39,19,2,2,4
Taluk Hospital Thrissur,Orthopaedics,Wednesday,15,10,0,0,29.9,0,70,29,2,3,5
District Hospital Ernakulam,General OPD,Monday,13,7,0,0,35.2,1,38,13,0,1,1
General Hospital Kollam,General OPD,Thursday,8,11,0,0,28.7,0,36,12,1,1,3
District Hospital Ernakulam,Cardiology,Monday,14,1,0,0,33.9,0,48,23,0,0,1
District Hospital Ernakulam,Cardiology,Tuesday,8,4,0,0,30.2,0,63,25,0,0,4
Taluk Hospital Thrissur,Paediatrics,Monday,16,7,0,0,33.1,1,59,24,2,4,1
District Hospital Ernakulam,Paediatrics,Tuesday,9,2,0,0,32.8,0,63,23,0,4,4
General Hospital Kollam,Paediatrics,Friday,10,9,0,0,31.6,0,107,37,1,4,0
General Hospital Kollam,Orthopaedics,Saturday,12,6,1,0,36.1,1,70,26,1,3,2
District Hospital Ernakulam,Paediatrics,Wednesday,12,2,0,0,37.0,0,30,11,0,4,5
Taluk Hospital Thrissur,Gynaecology,Tuesday,13,3,0,0,37.1,0,78,36,2,2,4
Taluk Hospital Thrissur,Gynaecology,Thursday,14,10,0,1,36.8,0,60,29,2,2,3
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,12,0,0,31.4,0,39,13,2,3,3
Taluk Hospital Thrissur,Cardiology,Saturday,16,5,1,0,36.4,0,56,22,2,0,2
General Hospital Kollam,General OPD,Saturday,11,11,1,0,35.4,0,99,33,1,1,2
District Hospital Ernakulam,General OPD,Saturday,10,4,1,0,26.2,0,66,19,0,1,2
District Hospital Ernakulam,Paediatrics,Friday,14,5,0,0,35.0,0,79,33,0,4,0
District Hospital Ernakulam,Gynaecology,Thursday,10,7,0,0,33.8,0,61,26,0,2,3
Taluk Hospital Thrissur,Paediatrics,Saturday,14,1,1,0,27.4,0,35,12,2,4,2
District Hospital Ernakulam,Paediatrics,Friday,11,5,0,0,37.6,0,97,28,0,4,0
General Hospital Kollam,Gynaecology,Tuesday,11,5,0,0,32.9,0,102,50,1,2,4
Taluk Hospital Thrissur,Orthopaedics,Thursday,11,6,0,0,26.4,0,58,26,2,3,3
District Hospital Ernakulam,Paediatrics,Saturday,8,1,1,0,28.6,0,56,20,0,4,2
Taluk Hospital Thrissur,Gynaecology,Thursday,11,1,0,0,34.9,0,64,30,2,2,3
Taluk Hospital Thrissur,Cardiology,Tuesday,16,6,0,0,36.9,1,88,33,2,0,4
Taluk Hospital Thrissur,Cardiology,Wednesday,8,12,0,0,28.6,0,41,17,2,0,5
District Hospital Ernakulam,Gynaecology,Friday,11,10,0,0,30.3,0,108,55,0,2,0
Taluk Hospital Thrissur,General OPD,Wednesday,9,2,0,0,30.7,0,85,28,2,1,5
General Hospital Kollam,Orthopaedics,Friday,14,11,0,0,36.1,0,45,20,1,3,0
District Hospital Ernakulam,Cardiology,Friday,14,6,0,0,32.5,1,47,22,0,0,0
District Hospital Ernakulam,Paediatrics,Thursday,11,4,0,0,34.0,0,89,37,0,4,3
Taluk Hospital Thrissur,Cardiology,Wednesday,16,10,0,0,28.9,0,49,26,2,0,5
District Hospital Ernakulam,General OPD,Monday,14,3,0,0,33.5,0,36,14,0,1,1
Taluk Hospital Thrissur,Gynaecology,Saturday,12,3,1,0,27.8,0,66,27,2,2,2
Taluk Hospital Thrissur,Gynaecology,Friday,13,4,0,0,25.2,0,80,37,2,2,0
General Hospital Kollam,Cardiology,Friday,16,1,0,0,25.6,0,66,36,1,0,0
District Hospital Ernakulam,General OPD,Thursday,10,9,0,0,27.5,1,99,27,0,1,3
Taluk Hospital Thrissur,General OPD,Monday,16,11,0,1,37.3,0,63,23,2,1,1
General Hospital Kollam,Paediatrics,Wednesday,11,6,0,0,30.4,1,101,36,1,4,5
General Hospital Kollam,Gynaecology,Thursday,9,6,0,0,29.1,1,99,40,1,2,3
Taluk Hospital Thrissur,Gynaecology,Saturday,12,6,1,0,28.8,1,81,33,2,2,2
District Hospital Ernakulam,General OPD,Wednesday,13,11,0,0,33.6,0,44,12,0,1,5
Taluk Hospital Thrissur,General OPD,Thursday,9,5,0,0,29.1,0,106,41,2,1,3
District Hospital Ernakulam,General OPD,Friday,11,10,0,1,37.2,0,114,35,0,1,0
Taluk Hospital Thrissur,Orthopaedics,Tuesday,8,8,0,0,34.8,0,52,18,2,3,4
General Hospital Kollam,Paediatrics,Saturday,13,2,1,0,24.9,0,75,29,1,4,2
General Hospital Kollam,Orthopaedics,Wednesday,15,5,0,0,28.1,0,29,9,1,3,5
General Hospital Kollam,General OPD,Saturday,10,8,1,0,29.4,0,81,26,1,1,2
General Hospital Kollam,Gynaecology,Saturday,16,3,1,0,37.3,0,47,22,1,2,2
District Hospital Ernakulam,Cardiology,Tuesday,9,3,0,0,37.9,0,106,59,0,0,4
General Hospital Kollam,Cardiology,Friday,11,7,0,0,28.1,0,100,37,1,0,0
District Hospital Ernakulam,General OPD,Tuesday,9,9,0,0,29.1,0,60,18,0,1,4
Taluk Hospital Thrissur,Orthopaedics,Friday,17,1,0,0,24.4,0,79,35,2,3,0
Taluk Hospital Thrissur,Orthopaedics,Monday,10,11,0,0,36.7,0,70,25,2,3,1
General Hospital Kollam,General OPD,Friday,17,2,0,0,25.6,0,71,21,1,1,0
Taluk Hospital Thrissur,Cardiology,Wednesday,16,12,0,0,30.6,0,32,13,2,0,5
Taluk Hospital Thrissur,Gynaecology,Thursday,10,8,0,0,31.7,1,91,35,2,2,3
General Hospital Kollam,General OPD,Monday,10,1,0,0,26.3,0,55,21,1,1,1
Taluk Hospital Thrissur,Cardiology,Friday,9,4,0,0,25.3,0,87,46,2,0,0
Taluk Hospital Thrissur,General OPD,Tuesday,17,9,0,0,24.7,1,63,22,2,1,4
Taluk Hospital Thrissur,Paediatrics,Saturday,14,5,1,0,29.0,0,47,14,2,4,2
Taluk Hospital Thrissur,General OPD,Saturday,17,10,1,1,31.2,0,59,21,2,1,2
General Hospital Kollam,Orthopaedics,Thursday,16,12,0,0,33.7,0,26,10,1,3,3
General Hospital Kollam,Cardiology,Thursday,14,8,0,0,37.9,0,65,34,1,0,3
General Hospital Kollam,Paediatrics,Monday,8,11,0,0,33.7,0,77,28,1,4,1
Taluk Hospital Thrissur,General OPD,Friday,15,5,0,0,28.5,0,75,20,2,1,0
General Hospital Kollam,Cardiology,Tuesday,8,4,0,0,37.3,0,36,17,1,0,4
District Hospital Ernakulam,General OPD,Thursday,9,5,0,0,30.6,0,75,23,0,1,3
Taluk Hospital Thrissur,Paediatrics,Thursday,13,12,0,0,29.0,0,75,29,2,4,3
General Hospital Kollam,Cardiology,Monday,14,12,0,0,25.6,0,21,11,1,0,1
Taluk Hospital Thrissur,Paediatrics,Saturday,16,12,1,0,25.3,0,89,34,2,4,2
General Hospital Kollam,Orthopaedics,Saturday,15,1,1,0,34.6,0,71,29,1,3,2
General Hospital Kollam,General OPD,Thursday,14,8,0,0,24.2,1,47,15,1,1,3
Taluk Hospital Thrissur,Paediatrics,Thursday,17,4,0,0,34.0,0,69,22,2,4,3
Taluk Hospital Thrissur,Paediatrics,Monday,8,8,0,0,34.4,1,82,24,2,4,1
General Hospital Kollam,Gynaecology,Thursday,9,5,0,0,24.7,0,76,28,1,2,3
General Hospital Kollam,Cardiology,Wednesday,11,1,0,1,34.5,0,91,49,1,0,5
District Hospital Ernakulam,Orthopaedics,Wednesday,16,12,0,0,31.7,0,59,27,0,3,5
General Hospital Kollam,Cardiology,Thursday,13,10,0,0,24.1,0,56,26,1,0,3
General Hospital Kollam,Gynaecology,Wednesday,16,12,0,0,33.6,0,55,28,1,2,5
Taluk Hospital Thrissur,Orthopaedics,Wednesday,13,2,0,0,32.7,0,27,12,2,3,5
District Hospital Ernakulam,General OPD,Tuesday,12,9,0,0,26.3,0,47,15,0,1,4
Taluk Hospital Thrissur,Cardiology,Friday,15,4,0,0,36.3,0,73,35,2,0,0
General Hospital Kollam,Cardiology,Friday,8,1,0,0,33.7,0,46,19,1,0,0
District Hospital Ernakulam,Gynaecology,Wednesday,14,7,0,0,27.8,1,60,30,0,2,5
District Hospital Ernakulam,General OPD,Thursday,11,8,0,0,25.2,1,74,20,0,1,3
District Hospital Ernakulam,Orthopaedics,Tuesday,17,8,0,0,29.6,1,52,20,0,3,4
General Hospital Kollam,Gynaecology,Monday,9,12,0,1,27.8,0,121,43,1,2,1
District Hospital Ernakulam,Cardiology,Friday,9,12,0,0,34.0,0,94,41,0,0,0
General Hospital Kollam,General OPD,Thursday,16,7,0,0,25.4,1,31,11,1,1,3
District Hospital Ernakulam,General OPD,Monday,16,10,0,0,29.6,0,67,18,0,1,1
District Hospital Ernakulam,Orthopaedics,Wednesday,12,7,0,0,36.7,1,55,22,0,3,5
General Hospital Kollam,Paediatrics,Friday,12,4,0,0,30.3,0,37,15,1,4,0
General Hospital Kollam,Orthopaedics,Saturday,12,11,1,0,28.4,0,56,25,1,3,2
District Hospital Ernakulam,Paediatrics,Thursday,8,1,0,0,37.9,0,74,22,0,4,3
Taluk Hospital Thrissur,Paediatrics,Saturday,10,3,1,0,34.9,0,79,34,2,4,2
District Hospital Ernakulam,Gynaecology,Thursday,12,11,0,0,33.7,0,61,30,0,2,3
District Hospital Ernakulam,Cardiology,Thursday,16,4,0,0,29.1,0,70,37,0,0,3
Taluk Hospital Thrissur,Orthopaedics,Saturday,15,1,1,1,32.2,0,71,23,2,3,2
Taluk Hospital Thrissur,Gynaecology,Friday,9,7,0,0,36.9,1,94,34,2,2,0
General Hospital Kollam,Paediatrics,Saturday,12,1,1,0,27.9,0,68,26,1,4,2
Taluk Hospital Thrissur,Orthopaedics,Tuesday,15,8,0,0,24.2,1,81,32,2,3,4
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,6,1,0,25.7,0,73,34,2,3,2
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,28.6,1,35,16,0,3,0
Taluk Hospital Thrissur,Paediatrics,Saturday,13,7,1,0,30.6,1,45,19,2,4,2
General Hospital Kollam,Paediatrics,Saturday,9,11,1,1,26.9,0,104,37,1,4,2
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,10,1,0,27.3,0,78,26,2,3,2
District Hospital Ernakulam,Cardiology,Friday,11,3,0,0,27.9,0,96,45,0,0,0
District Hospital Ernakulam,General OPD,Saturday,8,1,1,0,30.2,0,64,21,0,1,2
General Hospital Kollam,Cardiology,Saturday,17,5,1,0,33.2,0,63,28,1,0,2
General Hospital Kollam,Cardiology,Monday,12,10,0,0,31.8,0,25,12,1,0,1
District Hospital Ernakulam,Cardiology,Saturday,11,6,1,0,28.9,1,131,68,0,0,2
Taluk Hospital Thrissur,Cardiology,Saturday,11,8,1,0,33.4,0,110,48,2,0,2
District Hospital Ernakulam,Paediatrics,Friday,16,2,0,0,26.9,0,78,24,0,4,0
District Hospital Ernakulam,Paediatrics,Wednesday,15,12,0,0,25.3,0,25,8,0,4,5
Taluk Hospital Thrissur,Cardiology,Saturday,9,9,1,0,37.8,1,77,38,2,0,2
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,12,0,0,30.8,0,86,31,2,2,5
District Hospital Ernakulam,General OPD,Monday,12,7,0,0,27.6,0,25,9,0,1,1
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,10,0,0,29.1,0,39,14,2,2,4
District Hospital Ernakulam,Paediatrics,Tuesday,16,9,0,0,33.1,1,75,24,0,4,4
District Hospital Ernakulam,Paediatrics,Wednesday,16,11,0,0,37.6,0,51,18,0,4,5
General Hospital Kollam,Paediatrics,Friday,16,2,0,0,26.1,0,35,11,1,4,0
General Hospital Kollam,Cardiology,Monday,16,1,0,0,37.6,0,68,27,1,0,1
District Hospital Ernakulam,Gynaecology,Friday,8,10,0,0,33.3,0,46,21,0,2,0
General Hospital Kollam,Gynaecology,Thursday,13,12,0,0,26.8,0,33,16,1,2,3
Taluk Hospital Thrissur,Orthopaedics,Thursday,9,7,0,0,29.6,0,83,28,2,3,3
General Hospital Kollam,General OPD,Monday,11,11,0,0,30.6,0,103,37,1,1,1
Taluk Hospital Thrissur,General OPD,Thursday,8,4,0,0,31.3,0,23,7,2,1,3
Taluk Hospital Thrissur,Paediatrics,Saturday,14,10,1,0,26.3,0,66,27,2,4,2
Taluk Hospital Thrissur,General OPD,Friday,16,4,0,0,31.1,0,58,16,2,1,0
Taluk Hospital Thrissur,Paediatrics,Thursday,12,9,0,0,36.1,0,31,11,2,4,3
District Hospital Ernakulam,General OPD,Thursday,12,11,0,0,27.8,0,41,13,0,1,3
District Hospital Ernakulam,Cardiology,Thursday,15,7,0,0,33.5,1,68,31,0,0,3
Taluk Hospital Thrissur,General OPD,Thursday,17,5,0,0,30.7,0,42,11,2,1,3
General Hospital Kollam,Cardiology,Wednesday,13,3,0,1,26.1,0,51,23,1,0,5
General Hospital Kollam,Paediatrics,Friday,11,1,0,0,25.8,0,97,33,1,4,0
District Hospital Ernakulam,Orthopaedics,Tuesday,13,8,0,0,27.4,0,65,28,0,3,4
District Hospital Ernakulam,Orthopaedics,Monday,14,4,0,0,25.2,0,52,19,0,3,1
Taluk Hospital Thrissur,Cardiology,Wednesday,15,7,0,0,30.7,1,51,25,2,0,5
