hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
District Hospital Ernakulam,Orthopaedics,Wednesday,12,7,0,0,36.7,1,55,22
General Hospital Kollam,Paediatrics,Friday,12,4,0,0,30.3,0,37,15
General Hospital Kollam,Orthopaedics,Saturday,12,11,1,0,28.4,0,56,25
District Hospital Ernakulam,Paediatrics,Thursday,8,1,0,0,37.9,0,74,22
Taluk Hospital Thrissur,Paediatrics,Saturday,10,3,1,0,34.9,0,79,34
District Hospital Ernakulam,Gynaecology,Thursday,12,11,0,0,33.7,0,61,30
District Hospital Ernakulam,Cardiology,Thursday,16,4,0,0,29.1,0,70,37
Taluk Hospital Thrissur,Orthopaedics,Saturday,15,1,1,1,32.2,0,71,23
Taluk Hospital Thrissur,Gynaecology,Friday,9,7,0,0,36.9,1,94,34
General Hospital Kollam,Paediatrics,Saturday,12,1,1,0,27.9,0,68,26
Taluk Hospital Thrissur,Orthopaedics,Tuesday,15,8,0,0,24.2,1,81,32
Taluk Hospital Thrissur,Orthopaedics,Saturday,17,6,1,0,25.7,0,73,34
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,28.6,1,35,16
Taluk Hospital Thrissur,Paediatrics,Saturday,13,7,1,0,30.6,1,45,19
General Hospital Kollam,Paediatrics,Saturday,9,11,1,1,26.9,0,104,37
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,10,1,0,27.3,0,78,26
District Hospital Ernakulam,Cardiology,Friday,11,3,0,0,27.9,0,96,45
District Hospital Ernakulam,General OPD,Saturday,8,1,1,0,30.2,0,64,21
General Hospital Kollam,Cardiology,Saturday,17,5,1,0,33.2,0,63,28
General Hospital Kollam,Cardiology,Monday,12,10,0,0,31.8,0,25,12
District Hospital Ernakulam,Cardiology,Saturday,11,6,1,0,28.9,1,131,68
Taluk Hospital Thrissur,Cardiology,Saturday,11,8,1,0,33.4,0,110,48
District Hospital Ernakulam,Paediatrics,Friday,16,2,0,0,26.9,0,78,24
District Hospital Ernakulam,Paediatrics,Wednesday,15,12,0,0,25.3,0,25,8
Taluk Hospital Thrissur,Cardiology,Saturday,9,9,1,0,37.8,1,77,38
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,12,0,0,30.8,0,86,31
District Hospital Ernakulam,General OPD,Monday,12,7,0,0,27.6,0,25,9
Taluk Hospital Thrissur,Gynaecology,Tuesday,8,10,0,0,29.1,0,39,14
District Hospital Ernakulam,Paediatrics,Tuesday,16,9,0,0,33.1,1,75,24
District Hospital Ernakulam,Paediatrics,Wednesday,16,11,0,0,37.6,0,51,18
General Hospital Kollam,Paediatrics,Friday,16,2,0,0,26.1,0,35,11
General Hospital Kollam,Cardiology,Monday,16,1,0,0,37.6,0,68,27
District Hospital Ernakulam,Gynaecology,Friday,8,10,0,0,33.3,0,46,21
General Hospital Kollam,Gynaecology,Thursday,13,12,0,0,26.8,0,33,16
Taluk Hospital Thrissur,Orthopaedics,Thursday,9,7,0,0,29.6,0,83,28
General Hospital Kollam,General OPD,Monday,11,11,0,0,30.6,0,103,37
Taluk Hospital Thrissur,General OPD,Thursday,8,4,0,0,31.3,0,23,7
Taluk Hospital Thrissur,Paediatrics,Saturday,14,10,1,0,26.3,0,66,27
Taluk Hospital Thrissur,General OPD,Friday,16,4,0,0,31.1,0,58,16
Taluk Hospital Thrissur,Paediatrics,Thursday,12,9,0,0,36.1,0,31,11
District Hospital Ernakulam,General OPD,Thursday,12,11,0,0,27.8,0,41,13
District Hospital Ernakulam,Cardiology,Thursday,15,7,0,0,33.5,1,68,31
Taluk Hospital Thrissur,General OPD,Thursday,17,5,0,0,30.7,0,42,11
General Hospital Kollam,Cardiology,Wednesday,13,3,0,1,26.1,0,51,23
General Hospital Kollam,Paediatrics,Friday,11,1,0,0,25.8,0,97,33
District Hospital Ernakulam,Orthopaedics,Tuesday,13,8,0,0,27.4,0,65,28
District Hospital Ernakulam,Orthopaedics,Monday,14,4,0,0,25.2,0,52,19
Taluk Hospital Thrissur,Cardiology,Wednesday,15,7,0,0,30.7,1,51,25
General Hospital Kollam,Paediatrics,Saturday,17,10,1,0,24.9,0,86,29
General Hospital Kollam,Paediatrics,Saturday,14,10,1,0,26.7,0,66,23
General Hospital Kollam,Orthopaedics,Tuesday,10,9,0,0,33.8,1,120,53
General Hospital Kollam,Paediatrics,Tuesday,11,8,0,0,26.5,1,97,31
General Hospital Kollam,Cardiology,Tuesday,15,12,0,0,34.0,0,23,8
Taluk Hospital Thrissur,Gynaecology,Wednesday,10,11,0,0,27.5,0,107,37
Taluk Hospital Thrissur,Paediatrics,Monday,12,4,0,0,27.3,0,68,21
General Hospital Kollam,Gynaecology,Friday,11,9,0,0,29.1,0,55,20
Taluk Hospital Thrissur,Paediatrics,Friday,8,5,0,0,27.1,0,26,9
Taluk Hospital Thrissur,Orthopaedics,Saturday,9,8,1,0,32.0,1,76,35
Taluk Hospital Thrissur,Paediatrics,Wednesday,13,12,0,0,28.3,0,66,27
General Hospital Kollam,General OPD,Wednesday,15,11,0,0,31.6,0,34,11
Taluk Hospital Thrissur,Cardiology,Thursday,12,1,0,0,26.9,0,29,14
District Hospital Ernakulam,Cardiology,Saturday,17,7,1,0,31.4,0,51,25
General Hospital Kollam,Gynaecology,Friday,11,11,0,0,32.0,0,64,28
Taluk Hospital Thrissur,Gynaecology,Thursday,16,4,0,0,27.0,0,64,26
General Hospital Kollam,Cardiology,Monday,17,9,0,0,34.6,0,46,25
District Hospital Ernakulam,General OPD,Saturday,8,3,1,0,24.2,0,62,20
Taluk Hospital Thrissur,Gynaecology,Thursday,8,7,0,0,30.4,0,51,21
General Hospital Kollam,Orthopaedics,Friday,17,11,0,0,30.0,0,29,11
District Hospital Ernakulam,Gynaecology,Monday,8,4,0,0,28.7,0,39,14
District Hospital Ernakulam,Paediatrics,Tuesday,10,2,0,0,28.9,0,98,34
Taluk Hospital Thrissur,Paediatrics,Wednesday,11,10,0,0,37.8,0,64,24
District Hospital Ernakulam,Gynaecology,Wednesday,17,5,0,0,26.8,0,56,22
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,7,0,0,33.3,1,34,13
Taluk Hospital Thrissur,Paediatrics,Tuesday,8,1,0,0,34.3,0,25,7
General Hospital Kollam,Paediatrics,Tuesday,14,11,0,0,27.1,0,67,29
District Hospital Ernakulam,Paediatrics,Saturday,15,4,1,0,33.9,0,46,14
Taluk Hospital Thrissur,Cardiology,Wednesday,16,8,0,0,31.9,1,34,15
District Hospital Ernakulam,General OPD,Monday,17,2,0,0,32.4,0,39,13
District Hospital Ernakulam,Paediatrics,Saturday,8,12,1,0,26.9,0,89,35
District Hospital Ernakulam,Orthopaedics,Wednesday,15,9,0,0,32.8,1,60,24
Taluk Hospital Thrissur,Orthopaedics,Saturday,12,2,1,0,37.9,0,85,27
Taluk Hospital Thrissur,General OPD,Friday,11,8,0,0,36.9,1,120,44
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,2,1,0,28.0,0,83,33
General Hospital Kollam,Orthopaedics,Thursday,14,10,0,0,28.2,0,78,31
General Hospital Kollam,Cardiology,Friday,15,9,0,0,34.4,0,80,40
General Hospital Kollam,Gynaecology,Friday,8,11,0,0,29.4,0,42,21
General Hospital Kollam,Gynaecology,Tuesday,15,9,0,0,36.5,0,48,17
Taluk Hospital Thrissur,Gynaecology,Friday,11,8,0,0,27.4,1,62,28
District Hospital Ernakulam,Gynaecology,Wednesday,17,4,0,0,24.6,0,30,14
General Hospital Kollam,Cardiology,Tuesday,8,9,0,0,32.0,1,73,32
District Hospital Ernakulam,Gynaecology,Saturday,10,5,1,0,28.2,0,120,46
District Hospital Ernakulam,Gynaecology,Thursday,17,6,0,0,38.0,1,36,16
District Hospital Ernakulam,General OPD,Tuesday,16,8,0,0,24.1,1,43,13
District Hospital Ernakulam,Paediatrics,Friday,12,7,0,0,24.0,1,81,24
District Hospital Ernakulam,Paediatrics,Wednesday,15,5,0,0,30.0,0,78,29
Taluk Hospital Thrissur,General OPD,Thursday,9,3,0,0,25.6,0,71,19
General Hospital Kollam,Gynaecology,Saturday,14,12,1,0,37.7,0,70,33
Taluk Hospital Thrissur,Gynaecology,Saturday,9,11,1,0,36.6,0,67,23
District Hospital Ernakulam,General OPD,Wednesday,16,10,0,0,27.0,0,43,12
Taluk Hospital Thrissur,Paediatrics,Saturday,14,1,1,0,35.4,0,67,22
Taluk Hospital Thrissur,General OPD,Monday,10,10,0,0,35.0,0,80,23
Taluk Hospital Thrissur,General OPD,Monday,8,2,0,0,36.0,0,71,22
District Hospital Ernakulam,General OPD,Friday,9,6,0,0,24.8,0,91,34
Taluk Hospital Thrissur,Orthopaedics,Friday,17,10,0,0,26.7,0,45,18
Taluk Hospital Thrissur,Orthopaedics,Monday,13,6,0,0,32.1,0,67,30
General Hospital Kollam,Gynaecology,Thursday,16,8,0,0,31.0,0,51,18
General Hospital Kollam,Gynaecology,Monday,12,10,0,0,32.4,0,33,15
Taluk Hospital Thrissur,Orthopaedics,Monday,15,12,0,0,32.4,0,25,8
Taluk Hospital Thrissur,Cardiology,Tuesday,10,2,0,0,26.7,0,86,37
General Hospital Kollam,General OPD,Friday,12,1,0,0,24.7,0,72,21
Taluk Hospital Thrissur,General OPD,Thursday,15,6,0,0,31.8,1,75,24
Taluk Hospital Thrissur,General OPD,Thursday,14,2,0,0,33.7,0,77,30
General Hospital Kollam,Paediatrics,Saturday,10,12,1,0,33.1,0,123,37
District Hospital Ernakulam,Gynaecology,Wednesday,9,7,0,0,30.9,1,67,24
District Hospital Ernakulam,General OPD,Saturday,9,9,1,0,36.6,0,73,27
Taluk Hospital Thrissur,Cardiology,Saturday,17,10,1,0,26.7,0,46,19
Taluk Hospital Thrissur,Gynaecology,Thursday,17,12,0,0,24.8,0,70,26
General Hospital Kollam,Orthopaedics,Saturday,13,10,1,0,31.8,0,79,31
Taluk Hospital Thrissur,General OPD,Monday,17,12,0,0,32.9,0,56,20
Taluk Hospital Thrissur,General OPD,Wednesday,13,1,0,0,26.3,0,24,6
General Hospital Kollam,Cardiology,Thursday,8,9,0,0,29.7,1,36,19
Taluk Hospital Thrissur,General OPD,Wednesday,12,12,0,0,35.3,0,73,19
Taluk Hospital Thrissur,General OPD,Saturday,17,8,1,0,27.6,0,70,26
District Hospital Ernakulam,Paediatrics,Friday,13,5,0,0,31.9,0,42,12
District Hospital Ernakulam,General OPD,Friday,13,9,0,0,29.8,1,90,29
District Hospital Ernakulam,Paediatrics,Thursday,17,9,0,0,33.6,0,78,32
Taluk Hospital Thrissur,General OPD,Thursday,12,3,0,0,37.8,0,25,7
Taluk Hospital Thrissur,Gynaecology,Saturday,8,5,1,0,29.0,0,94,46
Taluk Hospital Thrissur,Paediatrics,Thursday,10,6,0,0,26.7,0,84,28
District Hospital Ernakulam,Paediatrics,Friday,9,10,0,0,28.8,0,52,15
District Hospital Ernakulam,Paediatrics,Tuesday,16,11,0,0,25.7,0,38,14
District Hospital Ernakulam,Gynaecology,Wednesday,17,1,0,0,37.5,0,63,26
Taluk Hospital Thrissur,Paediatrics,Thursday,9,2,0,0,29.5,0,58,23
Taluk Hospital Thrissur,Paediatrics,Thursday,8,4,0,0,32.4,0,28,9
District Hospital Ernakulam,Gynaecology,Friday,14,8,0,0,24.6,1,54,20
District Hospital Ernakulam,Paediatrics,Saturday,12,1,1,0,24.9,0,58,24
District Hospital Ernakulam,Cardiology,Tuesday,9,12,0,0,28.5,0,67,27
General Hospital Kollam,Orthopaedics,Tuesday,13,12,0,0,35.6,0,20,8
Taluk Hospital Thrissur,Gynaecology,Friday,12,10,0,0,36.3,0,48,18
District Hospital Ernakulam,General OPD,Wednesday,10,1,0,0,29.0,0,96,37
District Hospital Ernakulam,Cardiology,Monday,11,12,0,0,31.2,0,73,39
General Hospital Kollam,Orthopaedics,Friday,17,4,0,0,33.3,0,35,12
Taluk Hospital Thrissur,General OPD,Monday,17,2,0,0,36.9,0,57,17
District Hospital Ernakulam,Cardiology,Saturday,9,5,1,0,33.0,0,69,29
General Hospital Kollam,Gynaecology,Thursday,16,4,0,0,33.7,0,71,35
Taluk Hospital Thrissur,Paediatrics,Thursday,17,9,0,0,33.6,1,78,24
General Hospital Kollam,Paediatrics,Friday,10,4,0,0,27.0,0,89,38
Taluk Hospital Thrissur,Gynaecology,Monday,16,2,0,0,24.2,0,22,10
Taluk Hospital Thrissur,Paediatrics,Tuesday,12,3,0,0,28.8,0,49,18
Taluk Hospital Thrissur,Paediatrics,Tuesday,13,6,0,0,30.6,0,69,29
District Hospital Ernakulam,Cardiology,Thursday,11,12,0,0,31.0,0,110,52
General Hospital Kollam,Paediatrics,Saturday,10,6,1,0,28.1,1,115,39
District Hospital Ernakulam,General OPD,Monday,15,9,0,0,31.8,1,31,9
General Hospital Kollam,Orthopaedics,Wednesday,13,4,0,0,34.3,0,31,12
District Hospital Ernakulam,Cardiology,Monday,12,8,0,0,30.6,1,54,27
Taluk Hospital Thrissur,Cardiology,Friday,16,8,0,0,28.5,0,52,23
Taluk Hospital Thrissur,Cardiology,Monday,15,6,0,0,25.0,0,33,16
District Hospital Ernakulam,Gynaecology,Wednesday,17,4,0,0,29.2,0,68,31
District Hospital Ernakulam,Cardiology,Monday,8,8,0,0,28.1,0,25,10
District Hospital Ernakulam,Cardiology,Monday,9,1,0,1,29.4,0,87,47
District Hospital Ernakulam,Cardiology,Friday,17,7,0,0,28.9,1,47,25
General Hospital Kollam,General OPD,Friday,17,8,0,0,35.4,0,43,12
General Hospital Kollam,Orthopaedics,Friday,15,3,0,0,30.0,0,59,23
General Hospital Kollam,General OPD,Monday,11,11,0,0,27.2,0,69,23
District Hospital Ernakulam,Orthopaedics,Saturday,16,12,1,0,35.4,0,80,30
General Hospital Kollam,Gynaecology,Friday,16,2,0,0,37.1,0,52,21
Taluk Hospital Thrissur,Cardiology,Monday,13,10,0,0,26.1,0,58,24
District Hospital Ernakulam,Paediatrics,Tuesday,16,3,0,0,36.6,0,57,23
General Hospital Kollam,Cardiology,Monday,10,3,0,0,27.2,0,88,38
Taluk Hospital Thrissur,General OPD,Thursday,8,5,0,0,26.9,0,27,10
Taluk Hospital Thrissur,Gynaecology,Tuesday,14,9,0,0,28.3,1,84,36
General Hospital Kollam,Paediatrics,Monday,11,7,0,0,29.8,0,98,33
General Hospital Kollam,General OPD,Saturday,15,7,1,0,25.9,0,70,26
General Hospital Kollam,Cardiology,Saturday,16,3,1,0,32.1,0,94,38
Taluk Hospital Thrissur,Paediatrics,Friday,10,8,0,0,35.1,0,58,20
Taluk Hospital Thrissur,Cardiology,Friday,11,4,0,0,24.2,0,69,35
District Hospital Ernakulam,Gynaecology,Thursday,17,3,0,0,34.6,0,77,32
Taluk Hospital Thrissur,Paediatrics,Monday,12,9,0,0,37.8,1,42,13
District Hospital Ernakulam,Cardiology,Wednesday,16,12,0,0,32.1,0,55,21
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,2,0,0,37.5,0,31,10
District Hospital Ernakulam,Cardiology,Thursday,16,11,0,0,30.6,0,65,24
Taluk Hospital Thrissur,Cardiology,Thursday,12,11,0,0,25.3,0,64,28
District Hospital Ernakulam,Gynaecology,Wednesday,13,12,0,0,31.7,0,60,28
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,10,0,0,31.0,0,98,34
General Hospital Kollam,Cardiology,Thursday,11,12,0,0,28.7,0,81,32
District Hospital Ernakulam,Paediatrics,Thursday,16,8,0,0,30.8,1,53,21
District Hospital Ernakulam,General OPD,Tuesday,12,2,0,0,27.6,0,58,16
District Hospital Ernakulam,Cardiology,Friday,8,9,0,0,31.6,1,57,29
General Hospital Kollam,Cardiology,Tuesday,17,10,0,0,33.5,0,51,27
General Hospital Kollam,Orthopaedics,Monday,8,2,0,0,25.1,0,59,19
District Hospital Ernakulam,Gynaecology,Monday,12,5,0,0,34.5,0,46,23
District Hospital Ernakulam,Gynaecology,Tuesday,9,5,0,0,32.5,0,55,19
Taluk Hospital Thrissur,Gynaecology,Thursday,9,7,0,0,35.5,0,102,43
Taluk Hospital Thrissur,General OPD,Wednesday,17,10,0,0,28.8,0,77,25
Taluk Hospital Thrissur,General OPD,Thursday,15,10,0,0,29.3,0,62,18
District Hospital Ernakulam,Cardiology,Monday,17,11,0,0,25.7,0,71,28
General Hospital Kollam,Paediatrics,Tuesday,14,5,0,0,33.4,0,23,7
District Hospital Ernakulam,Gynaecology,Friday,15,3,0,0,36.8,0,59,30
General Hospital Kollam,Orthopaedics,Wednesday,15,10,0,0,26.2,0,76,30
General Hospital Kollam,General OPD,Monday,13,5,0,0,32.7,0,73,28
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,12,0,0,35.9,0,50,20
Taluk Hospital Thrissur,Paediatrics,Friday,13,7,0,0,31.7,1,71,27
District Hospital Ernakulam,General OPD,Monday,16,6,0,0,32.5,1,52,17
District Hospital Ernakulam,Gynaecology,Wednesday,11,12,0,0,37.9,0,76,29
District Hospital Ernakulam,General OPD,Tuesday,14,4,0,0,30.9,0,73,24
District Hospital Ernakulam,Orthopaedics,Friday,14,5,0,0,28.7,0,48,20
District Hospital Ernakulam,Paediatrics,Friday,12,10,0,0,27.7,0,48,19
District Hospital Ernakulam,Orthopaedics,Saturday,11,5,1,0,30.2,0,81,37
Taluk Hospital Thrissur,General OPD,Saturday,10,5,1,0,34.8,0,80,26
General Hospital Kollam,Gynaecology,Saturday,8,9,1,0,27.8,0,68,30
District Hospital Ernakulam,Cardiology,Saturday,17,5,1,0,36.3,0,50,22
District Hospital Ernakulam,Orthopaedics,Friday,8,8,0,0,24.1,1,43,15
Taluk Hospital Thrissur,Orthopaedics,Thursday,17,4,0,0,34.1,0,27,9
Taluk Hospital Thrissur,Paediatrics,Wednesday,16,1,0,0,36.9,0,71,28
District Hospital Ernakulam,Cardiology,Thursday,11,1,0,1,36.3,0,75,32
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,12,0,0,35.7,0,70,21
Taluk Hospital Thrissur,Cardiology,Thursday,13,9,0,0,36.2,1,67,30
General Hospital Kollam,Orthopaedics,Thursday,15,5,0,0,30.0,0,64,30
District Hospital Ernakulam,Paediatrics,Saturday,8,4,1,0,35.9,0,95,29
District Hospital Ernakulam,Cardiology,Friday,17,8,0,0,25.6,1,80,30
Taluk Hospital Thrissur,Orthopaedics,Monday,8,2,0,0,26.5,0,51,19
District Hospital Ernakulam,Gynaecology,Monday,17,6,0,0,29.5,0,36,16
District Hospital Ernakulam,Paediatrics,Friday,15,4,0,0,26.7,0,35,14
General Hospital Kollam,Paediatrics,Monday,12,5,0,0,36.5,0,48,20
District Hospital Ernakulam,Orthopaedics,Saturday,15,9,1,0,26.9,1,105,47
District Hospital Ernakulam,Cardiology,Thursday,8,3,0,1,30.5,0,86,38
Taluk Hospital Thrissur,Paediatrics,Wednesday,14,8,0,0,30.7,0,78,30
Taluk Hospital Thrissur,General OPD,Tuesday,17,3,0,0,36.4,0,45,17
General Hospital Kollam,Gynaecology,Monday,10,4,0,0,30.5,0,73,32
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,12,0,0,37.5,0,108,54
District Hospital Ernakulam,Paediatrics,Friday,15,1,0,0,36.8,0,52,21
General Hospital Kollam,Paediatrics,Friday,9,1,0,0,35.2,0,75,31
District Hospital Ernakulam,General OPD,Monday,14,5,0,0,30.9,0,49,16
Taluk Hospital Thrissur,Orthopaedics,Thursday,16,12,0,0,31.2,0,32,14
General Hospital Kollam,Orthopaedics,Friday,13,8,0,0,30.1,0,62,22
Taluk Hospital Thrissur,General OPD,Wednesday,12,10,0,0,30.7,0,52,14
General Hospital Kollam,Cardiology,Monday,15,9,0,0,35.5,1,72,37
District Hospital Ernakulam,Cardiology,Saturday,9,7,1,0,34.4,1,114,53
District Hospital Ernakulam,Orthopaedics,Wednesday,8,9,0,0,33.2,0,67,27
General Hospital Kollam,Cardiology,Tuesday,8,8,0,0,36.4,1,84,42
District Hospital Ernakulam,Cardiology,Thursday,17,10,0,0,24.8,0,67,29
General Hospital Kollam,General OPD,Tuesday,17,10,0,0,32.7,0,44,12
General Hospital Kollam,Gynaecology,Tuesday,11,6,0,0,37.5,1,60,30
General Hospital Kollam,Paediatrics,Friday,17,2,0,0,28.9,0,71,29
General Hospital Kollam,Cardiology,Saturday,15,4,1,0,24.4,0,44,23
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,2,0,0,37.7,0,70,24
District Hospital Ernakulam,Cardiology,Tuesday,9,11,0,0,26.0,0,52,26
Taluk Hospital Thrissur,Paediatrics,Friday,10,1,0,0,31.4,0,57,23
General Hospital Kollam,Gynaecology,Tuesday,8,6,0,0,31.4,0,33,16
District Hospital Ernakulam,Paediatrics,Thursday,17,8,0,0,32.2,1,77,24
Taluk Hospital Thrissur,Orthopaedics,Saturday,13,4,1,0,35.6,0,58,26
Taluk Hospital Thrissur,Cardiology,Thursday,10,11,0,0,34.7,0,105,41
District Hospital Ernakulam,Cardiology,Friday,13,2,0,0,28.8,0,75,33
Taluk Hospital Thrissur,Paediatrics,Saturday,14,9,1,0,31.4,0,56,23
Taluk Hospital Thrissur,General OPD,Tuesday,8,9,0,0,32.1,0,74,27
District Hospital Ernakulam,Orthopaedics,Wednesday,16,8,0,0,25.4,0,20,9
District Hospital Ernakulam,Gynaecology,Friday,12,10,0,0,25.6,0,65,32
Taluk Hospital Thrissur,General OPD,Friday,17,3,0,0,27.6,0,46,16
General Hospital Kollam,Cardiology,Wednesday,8,8,0,0,29.8,0,42,21
Taluk Hospital Thrissur,Cardiology,Wednesday,13,9,0,0,25.1,1,78,39
Taluk Hospital Thrissur,Cardiology,Thursday,15,6,0,0,30.3,0,60,27
District Hospital Ernakulam,Orthopaedics,Wednesday,17,3,0,0,28.0,0,65,22
General Hospital Kollam,Gynaecology,Thursday,10,5,0,0,32.2,0,101,39
Taluk Hospital Thrissur,Paediatrics,Friday,8,1,0,0,24.9,0,38,16
District Hospital Ernakulam,Gynaecology,Wednesday,16,5,0,0,33.6,0,46,19
District Hospital Ernakulam,General OPD,Thursday,14,3,0,0,33.5,0,41,15
Taluk Hospital Thrissur,Paediatrics,Monday,10,6,0,0,32.2,1,61,26
District Hospital Ernakulam,Paediatrics,Thursday,12,10,0,0,35.1,0,44,14
General Hospital Kollam,Cardiology,Thursday,10,11,0,0,29.6,0,62,32
District Hospital Ernakulam,Orthopaedics,Monday,11,5,0,0,31.0,0,109,45
General Hospital Kollam,General OPD,Wednesday,12,6,0,0,31.8,0,42,13
District Hospital Ernakulam,Orthopaedics,Thursday,10,2,0,0,37.9,0,92,32
District Hospital Ernakulam,Paediatrics,Saturday,14,7,1,0,24.8,0,74,25
General Hospital Kollam,Orthopaedics,Saturday,17,2,1,0,31.0,0,83,36
District Hospital Ernakulam,Cardiology,Monday,15,2,0,0,36.8,0,63,29
District Hospital Ernakulam,Cardiology,Monday,17,8,0,0,27.2,1,54,29
Taluk Hospital Thrissur,Cardiology,Monday,14,1,0,0,32.1,0,76,35
Taluk Hospital Thrissur,Gynaecology,Wednesday,8,2,0,0,29.2,0,70,33
General Hospital Kollam,Gynaecology,Monday,9,2,0,0,35.8,0,61,21
District Hospital Ernakulam,Orthopaedics,Monday,8,10,0,0,26.7,0,63,27
Taluk Hospital Thrissur,Cardiology,Friday,14,4,0,0,32.2,0,31,16
Taluk Hospital Thrissur,Cardiology,Friday,16,11,0,1,31.3,0,100,49
General Hospital Kollam,Gynaecology,Friday,17,4,0,0,28.2,0,80,40
Taluk Hospital Thrissur,General OPD,Thursday,15,7,0,0,27.5,0,76,28
General Hospital Kollam,General OPD,Friday,11,5,0,0,33.8,0,61,18
Taluk Hospital Thrissur,Paediatrics,Thursday,12,8,0,0,26.1,0,39,13
General Hospital Kollam,Orthopaedics,Thursday,16,4,0,0,33.6,0,30,13
Taluk Hospital Thrissur,Paediatrics,Thursday,11,8,0,0,35.0,1,65,25
Taluk Hospital Thrissur,Paediatrics,Thursday,12,5,0,0,31.9,0,39,13
District Hospital Ernakulam,General OPD,Wednesday,12,7,0,0,32.5,0,56,19
District Hospital Ernakulam,Cardiology,Monday,13,6,0,0,30.1,1,39,15
District Hospital Ernakulam,General OPD,Tuesday,14,10,0,0,24.2,0,55,21
District Hospital Ernakulam,Orthopaedics,Friday,14,7,0,0,33.3,0,24,11
General Hospital Kollam,Gynaecology,Tuesday,10,10,0,0,35.1,0,65,30
Taluk Hospital Thrissur,Cardiology,Wednesday,14,9,0,0,25.9,0,34,15
General Hospital Kollam,Paediatrics,Saturday,16,5,1,0,37.7,0,78,31
General Hospital Kollam,Gynaecology,Thursday,15,5,0,0,36.4,0,53,27
District Hospital Ernakulam,Gynaecology,Tuesday,8,5,0,0,28.6,0,57,23
District Hospital Ernakulam,Paediatrics,Saturday,14,11,1,0,33.3,0,85,37
District Hospital Ernakulam,Gynaecology,Thursday,16,11,0,1,24.8,0,62,25
Taluk Hospital Thrissur,Cardiology,Thursday,15,11,0,0,27.7,0,36,19
District Hospital Ernakulam,Cardiology,Thursday,11,3,0,0,24.5,0,76,29
District Hospital Ernakulam,Orthopaedics,Tuesday,12,5,0,0,24.6,0,38,13
Taluk Hospital Thrissur,Gynaecology,Thursday,15,5,0,0,34.0,0,75,30
General Hospital Kollam,Cardiology,Wednesday,9,11,0,0,25.3,0,83,36
Taluk Hospital Thrissur,General OPD,Wednesday,14,6,0,0,25.4,1,86,32
District Hospital Ernakulam,General OPD,Friday,9,11,0,0,37.8,0,108,31
General Hospital Kollam,Gynaecology,Friday,15,7,0,0,33.9,1,84,36
Taluk Hospital Thrissur,General OPD,Wednesday,10,4,0,0,31.7,0,50,16
Taluk Hospital Thrissur,Gynaecology,Friday,9,12,0,0,30.9,0,52,21
General Hospital Kollam,Gynaecology,Monday,16,5,0,0,30.4,0,73,33
District Hospital Ernakulam,Gynaecology,Thursday,13,10,0,0,24.3,0,74,27
General Hospital Kollam,Cardiology,Wednesday,17,10,0,0,25.3,0,27,14
General Hospital Kollam,Orthopaedics,Friday,11,1,0,0,37.2,0,50,21
District Hospital Ernakulam,Orthopaedics,Monday,11,1,0,0,25.1,0,88,38
General Hospital Kollam,General OPD,Thursday,16,10,0,0,28.0,0,71,27
District Hospital Ernakulam,General OPD,Wednesday,15,4,0,0,26.2,0,38,11
Taluk Hospital Thrissur,Cardiology,Thursday,12,4,0,0,25.2,0,46,20
District Hospital Ernakulam,Paediatrics,Monday,10,4,0,0,29.6,0,107,37
District Hospital Ernakulam,Orthopaedics,Friday,8,7,0,0,26.0,1,51,19
District Hospital Ernakulam,Paediatrics,Tuesday,8,11,0,0,29.7,0,77,27
General Hospital Kollam,Cardiology,Thursday,13,2,0,0,24.1,0,42,22
Taluk Hospital Thrissur,Paediatrics,Friday,15,1,0,0,32.1,0,40,14
General Hospital Kollam,General OPD,Tuesday,9,12,0,0,25.3,0,74,24
Taluk Hospital Thrissur,Gynaecology,Tuesday,10,4,0,0,35.2,0,62,27
General Hospital Kollam,Cardiology,Monday,13,5,0,0,27.9,0,57,28
General Hospital Kollam,Paediatrics,Wednesday,15,1,0,0,32.1,0,32,10
General Hospital Kollam,Gynaecology,Tuesday,8,3,0,0,26.5,0,63,24
Taluk Hospital Thrissur,Gynaecology,Wednesday,13,12,0,0,32.0,0,29,13
District Hospital Ernakulam,General OPD,Saturday,9,6,1,0,28.3,1,124,38
General Hospital Kollam,Gynaecology,Tuesday,11,5,0,0,34.8,0,96,37
District Hospital Ernakulam,Cardiology,Tuesday,8,6,0,0,33.9,1,49,20
Taluk Hospital Thrissur,General OPD,Monday,17,9,0,0,25.7,0,36,10
District Hospital Ernakulam,General OPD,Saturday,10,2,1,0,30.5,0,118,46
